"idetudiant";"nom";"prenom";"civilite";"date_naissance";"lieu_naissance";"dept_naissance";"nationalite";"email";"emailperso";"domicile";"codepostaldomicile";"villedomicile";"paysdomicile";"telephone";"telephonemobile";"typeadresse";"boursier";"idadmission";"anneeadmission";"bac";specialite;"annee_bac";"math";"physique";"anglais";"francais";codelycee;"nomlycee";"villelycee";"codepostallycee"
483;Monnier;Mattéo;M;2001-10-12;Montpellier;Hérault;France;mattéo.monnier@etu.umontpellier.fr;mattéo.monnier@gmail.com;"3 Rue du Clos";"34600";Bédarieux;France;"06.39.09.78.39";"06.27.49.10.43";domicile;false;449;2019;S;SCIENCES DE L'INGÉNIEUR;;14.0;11.0;15.0;7.0;;;Montpellier;
501;Dias;Cédric;M;2001-11-15;Montpellier;Hérault;France;cédric.dias@etu.umontpellier.fr;cédric.dias@gmail.com;"262A Rue du Galoubet";"34750";Villeneuve-lès-Maguelone;France;"06.49.87.94.08";"06.40.99.22.41";domicile;false;450;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;14.0;15.0;17.0;14.0;;;Saint-Clément-de-Rivière;
55;Rose;Alexia;F;2001-06-08;Montpellier;Hérault;France;alexia.rose@etu.umontpellier.fr;alexia.rose@gmail.com;"1739 Chemin du Pic Saint-Loup";"34270";Saint-Jean-de-Cuculles;France;"06.52.09.75.43";"06.32.38.08.01";domicile;false;452;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;8.0;12.0;;12.0;;;Montpellier;
577;Poirier;Mael;M;2002-10-29;Montpellier;Hérault;France;mael.poirier@etu.umontpellier.fr;mael.poirier@gmail.com;"8 Rue des Frères Lumière";"34830";Jacou;France;"06.85.52.80.50";"06.38.58.54.43";domicile;false;453;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;17.0;17.0;;11.0;;;Montpellier;
507;Benard;Amine;M;2001-05-10;Montpellier;Hérault;France;amine.benard@etu.umontpellier.fr;amine.benard@gmail.com;"17 Impasse du Prado";"34300";Agde;France;"06.85.55.18.52";"06.70.36.24.08";domicile;false;454;2019;S;SCIENCES DE L'INGÉNIEUR;;13.0;13.0;20.0;6.0;;;Vernon;
484;Mace;Antonin;M;2000-12-24;Montpellier;Hérault;France;antonin.mace@etu.umontpellier.fr;antonin.mace@gmail.com;"21 Rue Henri Pitot";"34980";Saint-Clément-de-Rivière;France;"06.32.61.15.96";"06.41.22.67.39";domicile;false;455;2019;S;;;15.0;15.0;17.0;18.0;;;Montpellier;
69;Loiseau;Solene;F;2001-04-27;Montpellier;Hérault;France;solene.loiseau@etu.umontpellier.fr;solene.loiseau@gmail.com;"11 Avenue de la Gaillarde";"34000";Montpellier;France;"06.03.09.25.03";"06.09.32.26.77";domicile;false;456;2019;S;SCIENCES DE L'INGÉNIEUR;;9.0;12.0;16.0;11.0;;;Cannes;
502;Charles;Jérémy;M;2001-04-17;Montpellier;Hérault;France;jérémy.charles@etu.umontpellier.fr;jérémy.charles@gmail.com;"3 Place Lino Ventura";"34670";Baillargues;France;"06.83.92.53.50";"06.03.18.94.53";domicile;false;457;2019;S;SCIENCES DE L'INGÉNIEUR;;14.0;16.0;14.0;15.0;;;Franqueville-Saint-Pierre;
485;Pierre;Roméo;M;2000-07-12;Montpellier;Hérault;France;roméo.pierre@etu.umontpellier.fr;roméo.pierre@gmail.com;"6 Rue Paul Dukas";"34090";Montpellier;France;"06.37.29.57.18";"06.30.90.47.06";domicile;false;458;2019;S;;;17.0;19.0;17.0;12.0;;;Montpellier;
503;Gerard;Martin;M;1999-01-19;Montpellier;Hérault;France;martin.gerard@etu.umontpellier.fr;martin.gerard@gmail.com;"28 Boulevard Saint-Louis";"34150";Gignac;France;"06.39.14.39.31";"06.67.29.45.07";domicile;false;459;2019;TI2D;;;;;;;;;;
486;Clerc;Florentin;M;2001-09-18;Montpellier;Hérault;France;florentin.clerc@etu.umontpellier.fr;florentin.clerc@gmail.com;"12 Impasse du Battoir";"34150";Gignac;France;"06.03.03.46.30";"06.39.69.47.76";domicile;false;460;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;8.0;15.0;20.0;13.0;;;Uzès;
487;Leconte;Tom;M;2001-10-29;Montpellier;Hérault;France;tom.leconte@etu.umontpellier.fr;tom.leconte@gmail.com;"13 Impasse du Roussillon";"34830";Jacou;France;"06.10.43.90.71";"06.63.46.12.75";domicile;false;461;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;14.0;18.0;12.0;11.0;;;Saint-Clément-de-Rivière;
488;Boucher;Émile;M;1999-03-12;Montpellier;Hérault;France;émile.boucher@etu.umontpellier.fr;émile.boucher@gmail.com;"5 Lotissement Les Condamines";"34800";Canet;France;"06.60.50.09.18";"06.29.48.84.92";domicile;false;462;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;11.0;11.0;10.0;7.0;;;Troyes;
489;Fernandez;Élouan;M;2002-05-09;Montpellier;Hérault;France;élouan.fernandez@etu.umontpellier.fr;élouan.fernandez@gmail.com;"7 Rue du Gregau";"34630";Saint-Thibéry;France;"06.13.21.90.19";"06.75.58.09.84";domicile;false;463;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;12.0;11.0;13.0;16.0;;;Castelnau-le-Lez;
490;Rodrigues;Nolan;M;2002-05-16;Montpellier;Hérault;France;nolan.rodrigues@etu.umontpellier.fr;nolan.rodrigues@gmail.com;"8 Place de la Fontaine";"34570";Saussan;France;"06.26.38.67.21";"06.86.14.15.09";domicile;false;465;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;9.0;12.0;18.0;11.0;;;Le Vigan;
56;Blanchard;Alexandra;F;2001-09-12;Montpellier;Hérault;France;alexandra.blanchard@etu.umontpellier.fr;alexandra.blanchard@gmail.com;"15 Boulevard des Aresquiers";"34110";Vic-la-Gardiole;France;"06.76.47.92.45";"06.69.26.15.06";domicile;false;466;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;9.0;7.0;18.0;13.0;;;Montpellier;
467;Le roy;Florian;M;1999-08-01;Montpellier;Hérault;France;florian.le roy@etu.umontpellier.fr;florian.le roy@gmail.com;"16 Avenue du Ségala";"34720";Caux;France;"06.27.77.13.87";"06.64.37.54.91";domicile;false;479;2019;S;;;;;;;;;;
458;Guilbert;Thomas;M;2000-09-01;Montpellier;Hérault;France;thomas.guilbert@etu.umontpellier.fr;thomas.guilbert@gmail.com;"583 Chemin de la Belle Bouche";"34340";Marseillan;France;"06.59.08.28.51";"06.73.02.07.76";domicile;false;693;2019;S;SCIENCES DE L'INGÉNIEUR;;11.0;9.0;17.0;16.0;;;Montpellier;
53;Dujardin;Maéva;F;2001-05-16;Montpellier;Hérault;France;maéva.dujardin@etu.umontpellier.fr;maéva.dujardin@gmail.com;"61 Avenue de Lodève";"34520";Le Caylar;France;"06.91.49.01.17";"06.96.16.57.42";domicile;false;480;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;14.0;14.0;18.0;15.0;;;Montpellier;
479;Andrieu;Théo;M;2001-08-23;Montpellier;Hérault;France;théo.andrieu@etu.umontpellier.fr;théo.andrieu@gmail.com;"33 Rue des Aires";"34160";Castries;France;"06.00.93.01.68";"06.87.47.81.34";domicile;false;442;2019;TI2D;;;10.0;9.0;17.0;8.0;;;Alès;
578;Besson;Erwan;M;2000-02-01;Montpellier;Hérault;France;erwan.besson@etu.umontpellier.fr;erwan.besson@gmail.com;"6 Rue Marceau";"34420";Villeneuve-lès-Béziers;France;"06.15.22.34.77";"06.29.44.89.91";domicile;false;464;2019;S;;;9.0;15.0;18.0;12.0;;;Nîmes;
506;Clement;Samuel;M;1999-07-31;Montpellier;Hérault;France;samuel.clement@etu.umontpellier.fr;samuel.clement@gmail.com;"9 Allée de la Garrigue";"34160";Sussargues;France;"06.56.49.58.63";"06.06.24.80.13";domicile;false;451;2019;S;;;;;;;;;;
504;Poirier;Lucas;M;2001-03-27;Montpellier;Hérault;France;lucas.poirier@etu.umontpellier.fr;lucas.poirier@gmail.com;"15 Rue des Foulques";"34250";Palavas-les-Flots;France;"06.98.44.17.55";"06.94.59.67.11";domicile;false;467;2019;TI2D;;;18.0;14.0;12.0;9.0;;;Lattes;
471;Bernier;Bruno;M;2001-01-27;Montpellier;Hérault;France;bruno.bernier@etu.umontpellier.fr;bruno.bernier@gmail.com;"14 Avenue du Languedoc";"34920";Le Crès;France;"06.39.65.14.97";"06.12.62.41.93";domicile;false;468;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;13.0;14.0;12.0;14.0;;;Bagnols-sur-Cèze;
491;Leduc;Nolan;M;2001-04-02;Montpellier;Hérault;France;nolan.leduc@etu.umontpellier.fr;nolan.leduc@gmail.com;"57C Avenue Ferdinand de Lesseps";"34110";Frontignan;France;"06.93.45.88.04";"06.26.86.82.37";domicile;false;469;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;16.0;17.0;15.0;12.0;;;Nyons;
579;Bayle;Mathieu;M;2001-07-23;Montpellier;Hérault;France;mathieu.bayle@etu.umontpellier.fr;mathieu.bayle@gmail.com;"10 Rue du Football";"34200";Sète;France;"06.87.43.87.39";"06.62.52.62.00";domicile;false;470;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;12.0;12.0;15.0;12.0;;;Lunel;
492;Moulin;Benjamin;M;2001-02-13;Montpellier;Hérault;France;benjamin.moulin@etu.umontpellier.fr;benjamin.moulin@gmail.com;"16 Allée du Languedoc";"34590";Marsillargues;France;"06.29.96.43.32";"06.85.27.25.02";domicile;false;471;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;5.0;9.0;18.0;14.0;;;Nîmes;
493;Richard;Samuel;M;2001-05-31;Montpellier;Hérault;France;samuel.richard@etu.umontpellier.fr;samuel.richard@gmail.com;"683 Avenue des Clavoux";"34660";Cournonsec;France;"06.35.61.42.29";"06.30.53.23.39";domicile;false;472;2019;S;SCIENCES DE L'INGÉNIEUR;;13.0;13.0;14.0;8.0;;;Narbonne;
515;Ferrand;Maxime;M;2001-11-02;Montpellier;Hérault;France;maxime.ferrand@etu.umontpellier.fr;maxime.ferrand@gmail.com;"7 Rue Pasteur";"34420";Portiragnes;France;"06.11.30.73.26";"06.98.84.48.46";domicile;false;474;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;10.0;14.0;18.0;10.0;;;Montpellier;
516;Lesage;Corentin;M;2001-02-24;Montpellier;Hérault;France;corentin.lesage@etu.umontpellier.fr;corentin.lesage@gmail.com;"60BIS Place du 14 Juillet";"34370";Maraussan;France;"06.56.24.93.40";"06.17.23.57.90";domicile;false;475;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;13.0;12.0;15.0;9.0;;;Uzès;
517;Blin;Louis;M;2001-12-15;Montpellier;Hérault;France;louis.blin@etu.umontpellier.fr;louis.blin@gmail.com;"141 Rue de la Chapelle";"34970";Lattes;France;"06.90.32.67.98";"06.60.76.66.80";domicile;false;476;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;12.0;13.0;18.0;10.0;;;Bédarieux;
518;Guerin;Mathéo;M;2001-07-01;Montpellier;Hérault;France;mathéo.guerin@etu.umontpellier.fr;mathéo.guerin@gmail.com;"6 Rue de l'Éolienne";"34830";Clapiers;France;"06.37.25.25.57";"06.32.51.25.93";domicile;false;477;2019;S1;SCIENCES DE LA VIE ET DE LA TERRE;;16.0;16.0;17.0;7.0;;;Bagnols-sur-Cèze;
519;Monnier;Lorenzo;M;2001-12-04;Montpellier;Hérault;France;lorenzo.monnier@etu.umontpellier.fr;lorenzo.monnier@gmail.com;"14 Route du Littoral";"34380";Saint-Martin-de-Londres;France;"06.69.62.65.53";"06.74.09.10.55";domicile;false;486;2019;S;SCIENCES DE L'INGÉNIEUR;;12.0;13.0;18.0;7.0;;;Lodève;
61;Thiery;Elsa;F;2001-07-16;Montpellier;Hérault;France;elsa.thiery@etu.umontpellier.fr;elsa.thiery@gmail.com;"201 Avenue de Saint-Maurice";"34250";Palavas-les-Flots;France;"06.14.95.75.52";"06.95.66.39.62";domicile;false;488;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;14.0;13.0;11.0;10.0;;;Rodez;
521;Roger;Robin;M;2001-08-24;Montpellier;Hérault;France;robin.roger@etu.umontpellier.fr;robin.roger@gmail.com;"302 Rue de la Cavalade";"34000";Montpellier;France;"06.84.63.68.75";"06.93.80.50.78";domicile;false;489;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;7.0;11.0;16.0;8.0;;;Montpellier;
566;Drouet;Nolan;M;2002-10-05;Montpellier;Hérault;France;nolan.drouet@etu.umontpellier.fr;nolan.drouet@gmail.com;"5 Rue du Stade";"34440";Colombiers;France;"06.93.97.67.02";"06.92.97.48.52";domicile;false;490;2019;TI2D;;;10.0;10.0;17.0;17.0;;;Saint-Leu;
522;Dupond;Tom;M;2001-01-11;Montpellier;Hérault;France;tom.dupond@etu.umontpellier.fr;tom.dupond@gmail.com;"39 Route de la Grotte";"34190";Saint-Bauzille-de-Putois;France;"06.46.90.33.98";"06.88.56.80.97";domicile;false;491;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;15.0;10.0;16.0;11.0;;;Castelnau-le-Lez;
523;Rousset;Erwan;M;2000-08-03;Montpellier;Hérault;France;erwan.rousset@etu.umontpellier.fr;erwan.rousset@gmail.com;"4 Rue Torte";"34850";Pinet;France;"06.52.19.88.07";"06.52.90.62.67";domicile;false;492;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;12.0;13.0;10.0;6.0;;;Milhaud;
525;Francois;Mathieu;M;2001-04-23;Montpellier;Hérault;France;mathieu.francois@etu.umontpellier.fr;mathieu.francois@gmail.com;"280 Avenue du Colonel Simon";"34400";Lunel;France;"06.16.88.95.83";"06.64.04.85.94";domicile;false;494;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;9.0;7.0;17.0;12.0;;;Sète;
555;Fleury;Renaud;M;2001-05-10;Montpellier;Hérault;France;renaud.fleury@etu.umontpellier.fr;renaud.fleury@gmail.com;"22 Rue Montarnaud";"34330";La Salvetat-sur-Agout;France;"06.44.81.01.05";"06.51.79.01.45";domicile;false;495;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;11.0;12.0;;14.0;;;Orange;
526;Delaunay;Antonin;M;2000-05-09;Montpellier;Hérault;France;antonin.delaunay@etu.umontpellier.fr;antonin.delaunay@gmail.com;"59 ZAC Village de la Mer I";"34420";Portiragnes;France;"06.80.59.59.15";"06.24.77.63.14";domicile;false;496;2019;S;;;13.0;15.0;14.0;10.0;;;Montpellier;
527;Moreno;Mattéo;M;2001-01-18;Montpellier;Hérault;France;mattéo.moreno@etu.umontpellier.fr;mattéo.moreno@gmail.com;"100D Lotissement Les Costes";"34630";Saint-Thibéry;France;"06.75.09.66.95";"06.14.87.10.71";domicile;false;497;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;16.0;16.0;14.0;13.0;;;Saint-Christol-lès-Alès;
528;Gonzalez;Louis;M;2000-06-14;Montpellier;Hérault;France;louis.gonzalez@etu.umontpellier.fr;louis.gonzalez@gmail.com;"2 Rue Ernest Renan";"34350";Valras-Plage;France;"06.37.95.52.32";"06.94.50.41.86";domicile;false;498;2019;TI2D;;;14.0;5.0;14.0;7.0;;;Nîmes;
529;Chretien;Aaron;M;2001-12-10;Montpellier;Hérault;France;aaron.chretien@etu.umontpellier.fr;aaron.chretien@gmail.com;"22 Rue de Bugarel";"34070";Montpellier;France;"06.81.85.23.99";"06.85.22.32.61";domicile;false;499;2019;TI2D;;;15.0;16.0;17.0;14.0;;;Avignon;
530;Baron;Titouan;M;2001-12-12;Montpellier;Hérault;France;titouan.baron@etu.umontpellier.fr;titouan.baron@gmail.com;"67 Chemin des Oliviers";"34800";Clermont-l'Hérault;France;"06.31.74.07.12";"06.06.23.32.25";domicile;false;500;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;15.0;14.0;14.0;13.0;;;Castelnau-le-Lez;
62;Picard;Carla;F;2000-02-09;Montpellier;Hérault;France;carla.picard@etu.umontpellier.fr;carla.picard@gmail.com;"2 Rue Théodore Aubanel";"34670";Baillargues;France;"06.20.73.51.90";"06.20.27.45.96";domicile;false;501;2019;S;;;;;;;;;;
63;Collet;Jasmine;F;2002-01-15;Montpellier;Hérault;France;jasmine.collet@etu.umontpellier.fr;jasmine.collet@gmail.com;"7 Rue de la Roveraie";"34830";Jacou;France;"06.04.21.58.49";"06.20.66.23.23";domicile;false;502;2019;S3;;;;;;;;;;
556;Chatelain;Quentin;M;2001-01-24;Montpellier;Hérault;France;quentin.chatelain@etu.umontpellier.fr;quentin.chatelain@gmail.com;"86 Rue Mario Roustan";"34200";Sète;France;"06.90.96.98.47";"06.69.94.02.60";domicile;false;503;2019;S;;;17.0;14.0;13.0;16.0;;;Montpellier;
557;Thibault;Antonin;M;2000-09-10;Montpellier;Hérault;France;antonin.thibault@etu.umontpellier.fr;antonin.thibault@gmail.com;"4 Impasse de Mercure";"34300";Agde;France;"06.15.25.66.00";"06.85.17.25.77";domicile;false;504;2019;S;;;;;;;;;;
584;Laine;Hugo;M;2001-08-02;Montpellier;Hérault;France;hugo.laine@etu.umontpellier.fr;hugo.laine@gmail.com;"403 Avenue Grassion-Cibrand";"34130";Mauguio;France;"06.56.94.40.72";"06.04.68.61.69";domicile;false;506;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;11.0;13.0;10.0;10.0;;;Cesson;
532;Antoine;Bastien;M;2000-10-21;Montpellier;Hérault;France;bastien.antoine@etu.umontpellier.fr;bastien.antoine@gmail.com;"1221 Avenue du Comté de Nice";"34080";Montpellier;France;"06.24.18.72.52";"06.46.34.08.23";domicile;false;507;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;13.0;14.0;13.0;12.0;;;Clermont-l'Hérault;
64;Marty;Agathe;F;2002-03-17;Montpellier;Hérault;France;agathe.marty@etu.umontpellier.fr;agathe.marty@gmail.com;"58 Cité les Arcades";"34420";Villeneuve-lès-Béziers;France;"06.79.65.61.29";"06.91.15.78.46";domicile;false;508;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;12.0;11.0;20.0;13.0;;;Castelnau-le-Lez;
533;Loiseau;Adrian;M;2001-06-19;Montpellier;Hérault;France;adrian.loiseau@etu.umontpellier.fr;adrian.loiseau@gmail.com;"4 Impasse du Ténéré";"34300";Agde;France;"06.25.09.22.53";"06.99.78.89.47";domicile;false;509;2019;S;SCIENCES DE L'INGÉNIEUR;;11.0;14.0;15.0;10.0;;;Dieppe;
94;Parmentier;Mael;M;2001-08-21;Montpellier;Hérault;France;mael.parmentier@etu.umontpellier.fr;mael.parmentier@gmail.com;"23 Rue des Églantiers";"34070";Montpellier;France;"06.31.94.17.62";"06.41.59.27.55";domicile;false;561;2019;STMG;;;;;;;;;Marseille 15e  Arrondissement;
520;Dumont;Mathieu;M;1999-10-29;Montpellier;Hérault;France;mathieu.dumont@etu.umontpellier.fr;mathieu.dumont@gmail.com;"5 Rue des Algues Bleues";"34340";Marseillan;France;"06.12.67.76.14";"06.37.22.60.95";domicile;false;487;2019;S;;;;;;;;;;
514;Rossignol;Nolan;M;2001-01-15;Montpellier;Hérault;France;nolan.rossignol@etu.umontpellier.fr;nolan.rossignol@gmail.com;"40 Allée des Écureuils";"34980";Saint-Gély-du-Fesc;France;"06.23.61.77.54";"06.03.57.21.91";domicile;false;481;2019;S;SCIENCES DE L'INGÉNIEUR;;9.0;12.0;11.0;9.0;;;Saint-Pierre;
511;Bouvier;Baptiste;M;2001-02-03;Montpellier;Hérault;France;baptiste.bouvier@etu.umontpellier.fr;baptiste.bouvier@gmail.com;"269 Avenue de Saint-Maurice";"34250";Palavas-les-Flots;France;"06.38.03.16.37";"06.01.67.68.18";domicile;false;661;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;9.0;9.0;15.0;10.0;;;Clermont-l'Hérault;
510;Gilles;Théo;M;2001-04-19;Montpellier;Hérault;France;théo.gilles@etu.umontpellier.fr;théo.gilles@gmail.com;"1053 Avenue de la Méditerranée";"34450";Vias;France;"06.73.37.40.96";"06.42.28.44.40";domicile;false;560;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;12.0;11.0;15.0;11.0;;;Alès;
531;Legendre;Kylian;M;2001-05-31;Montpellier;Hérault;France;kylian.legendre@etu.umontpellier.fr;kylian.legendre@gmail.com;"55 Grand Rue Jean Moulin";"34000";Montpellier;France;"06.39.72.93.26";"06.80.40.25.33";domicile;false;505;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;16.0;14.0;13.0;6.0;;;Carpentras;
524;Prat;Antoine;M;2001-03-12;Montpellier;Hérault;France;antoine.prat@etu.umontpellier.fr;antoine.prat@gmail.com;"5 Clos du Fragon";"34270";Le Triadou;France;"06.71.78.43.80";"06.40.49.77.67";domicile;false;493;2019;S;SCIENCES DE L'INGÉNIEUR;;15.0;17.0;15.0;3.0;;;Avignon;
494;Ferreira;Thomas;M;2000-01-05;Montpellier;Hérault;France;thomas.ferreira@etu.umontpellier.fr;thomas.ferreira@gmail.com;"61 Rue Henri de Bornier";"34400";Lunel;France;"06.39.57.32.88";"06.33.05.28.22";domicile;false;473;2019;TI2D;;;14.0;13.0;16.0;6.0;;;Nîmes;
65;Clement;Marine;F;1999-02-04;Montpellier;Hérault;France;marine.clement@etu.umontpellier.fr;marine.clement@gmail.com;"51 Rue Henri de Bornier";"34400";Lunel;France;"06.88.10.60.86";"06.31.49.95.43";domicile;false;510;2019;S;;;;;;;;;;
558;Lemaitre;Nathan;M;2001-04-22;Montpellier;Hérault;France;nathan.lemaitre@etu.umontpellier.fr;nathan.lemaitre@gmail.com;"35 Rue du Barreau";"34140";Mèze;France;"06.33.41.37.63";"06.67.21.94.94";domicile;false;511;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;13.0;12.0;11.0;8.0;;;Pézenas;
534;Blanchet;Gilbert;M;2001-09-30;Montpellier;Hérault;France;gilbert.blanchet@etu.umontpellier.fr;gilbert.blanchet@gmail.com;"80 Rue de l'Afficion";"34160";Boisseron;France;"06.48.17.73.82";"06.55.08.44.47";domicile;false;512;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;13.0;8.0;13.0;8.0;;;Montpellier;
535;Boutin;Louis;M;2000-02-29;Montpellier;Hérault;France;louis.boutin@etu.umontpellier.fr;louis.boutin@gmail.com;"20 Avenue Pasteur";"34190";Ganges;France;"06.93.40.09.62";"06.50.00.28.52";domicile;false;513;2019;S;;;16.0;18.0;14.0;7.0;;;Montpellier;
536;Barbier;Mohamed;M;2001-08-23;Montpellier;Hérault;France;mohamed.barbier@etu.umontpellier.fr;mohamed.barbier@gmail.com;"8 Rue du Charrois";"34570";Vailhauquès;France;"06.74.07.95.68";"06.63.45.39.75";domicile;false;514;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;14.0;14.0;12.0;14.0;;;Argenteuil;
537;Morel;Constant;M;2000-05-15;Montpellier;Hérault;France;constant.morel@etu.umontpellier.fr;constant.morel@gmail.com;"22 Rue du Mas de Merle";"34570";Saussan;France;"06.08.99.57.94";"06.27.29.86.71";domicile;false;515;2019;TI2D;;;16.0;13.0;13.0;4.0;;;Montpellier;
559;Le;Kilian;M;2001-08-02;Montpellier;Hérault;France;kilian.le@etu.umontpellier.fr;kilian.le@gmail.com;"44 Chemin du Sauze";"34560";Villeveyrac;France;"06.20.00.81.05";"06.75.17.53.76";domicile;false;516;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;15.0;15.0;15.0;14.0;;;Saint-Christol-lès-Alès;
538;Bonnet;Benjamin;M;2001-11-24;Montpellier;Hérault;France;benjamin.bonnet@etu.umontpellier.fr;benjamin.bonnet@gmail.com;"7 Quai de la Tintaine";"34200";Sète;France;"06.37.63.52.75";"06.98.12.96.29";domicile;false;517;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;14.0;17.0;16.0;12.0;;;Grenoble;
540;Peltier;Amine;M;1999-02-07;Montpellier;Hérault;France;amine.peltier@etu.umontpellier.fr;amine.peltier@gmail.com;"83 Impasse du Sanglier";"34400";Lunel;France;"06.57.47.04.87";"06.77.05.78.43";domicile;false;519;2019;S;;;;;;;;;;
541;Berger;Adam;M;2001-08-04;Montpellier;Hérault;France;adam.berger@etu.umontpellier.fr;adam.berger@gmail.com;"9 Rue de la Grangette";"34410";Sauvian;France;"06.91.66.96.47";"06.77.40.97.46";domicile;false;520;2019;TI2D;;;14.0;15.0;10.0;11.0;;;Nîmes;
560;Huguet;Maxime;M;2000-09-16;Montpellier;Hérault;France;maxime.huguet@etu.umontpellier.fr;maxime.huguet@gmail.com;"263 Chemin du Verdier";"34400";Lunel-Viel;France;"06.87.15.42.07";"06.39.21.45.38";domicile;false;521;2019;S;;;;;;;;;;
561;Laporte;Timothée;M;2001-09-21;Montpellier;Hérault;France;timothée.laporte@etu.umontpellier.fr;timothée.laporte@gmail.com;"4 Chemin de la Vernède";"34490";Saint-Nazaire-de-Ladarez;France;"06.72.09.71.89";"06.86.58.78.65";domicile;false;522;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;6.0;13.0;12.0;11.0;;;Saint-Clément-de-Rivière;
542;Becker;Félix;M;2001-07-04;Montpellier;Hérault;France;félix.becker@etu.umontpellier.fr;félix.becker@gmail.com;"11 Rue Saint-Pierre";"34250";Palavas-les-Flots;France;"06.97.76.15.17";"06.16.24.12.35";domicile;false;523;2019;TI2D;;;13.0;12.0;17.0;5.0;;;Montpellier;
567;Jung;Baptiste;M;2000-12-16;Montpellier;Hérault;France;baptiste.jung@etu.umontpellier.fr;baptiste.jung@gmail.com;"92 Rue Sébastien Cabot";"34130";Mauguio;France;"06.34.76.81.26";"06.17.06.48.35";domicile;false;524;2019;STMG;;;;;;;;;Mulhouse;
543;Faivre;Diego;M;2001-04-01;Montpellier;Hérault;France;diego.faivre@etu.umontpellier.fr;diego.faivre@gmail.com;"74 Rue Charles Bonaparte";"34080";Montpellier;France;"06.97.54.05.18";"06.49.12.79.35";domicile;false;525;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;13.0;13.0;11.0;7.0;;;Montpellier;
544;Martinez;Bruno;M;2001-04-23;Montpellier;Hérault;France;bruno.martinez@etu.umontpellier.fr;bruno.martinez@gmail.com;"52 Chemin Alphonse Lavallée";"34490";Lignan-sur-Orb;France;"06.34.66.10.15";"06.66.07.51.99";domicile;false;526;2019;S;SCIENCES DE LA VIE ET DE LA TERRE;;12.0;15.0;17.0;8.0;;;Saint-Clément-de-Rivière;
